"trail","efk","vark","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","y.true"
80,0.380997780636221,0.0362877703821685,"C","C","C","C","C","0.795926749337356","0.912687163552499","0.892095280400502","0.846082026189446","0.855292176169996",0.3
81,0.707448256013435,0.0283349240692851,"C","C","C","B","C","0.84942002156996","0.822203814598682","0.779831416097865","0.985593593762875","0.850436210246067",0.3
82,0.497440622409468,0.0165053976050975,"C","C","B","A","C","0.656291681439852","0.781449346522357","0.539562131292721","0.424328227798473","0.689539584607904",0.3
83,0.0545104012031892,0.0239056250449002,"B","A","A","A","B","0.234693334064501","0.362072346389989","0.535142551606002","0.243258260191509","0.305827040548647",0
84,0.177430233529929,0.0313530265492373,"C","C","C","C","C","0.896976198005959","0.980342367124982","0.820914023952279","0.962978988035092","0.94956416025759",0.3
85,0.261603515009706,0.0265562144573878,"C","B","C","B","A","0.308074227041894","0.707222942655132","0.4930303734579","0.852482282812414","0.49780341299645",0.3
86,-0.38716889135421,0.0222945785818332,"A","A","A","B","A","0.288557664681716","0.4383959757749","0.095956107337829","0.332395101877124","0.0983255891217259",0
87,0.0560718183580188,0.0196621787905912,"B","B","C","A","B","0.755644467231871","0.499069039393696","0.445220342211379","0.89080786205835","0.439736413376679",0
88,0.334607707431689,0.0273607624250513,"C","C","C","C","C","0.976158099754067","0.994817293097975","0.91807973459539","0.983430426723763","0.935782079472835",0.3
89,-0.0275995389680388,0.0248074364047711,"A","A","C","A","B","0.559897574860079","0.747101513977084","0.767659475869535","0.308563598804049","0.449432616884488",0
90,-0.182803047360208,0.157937305796306,"C","B","C","B","C","0.443650983771958","0.888100399174803","0.728001631094541","0.508762892786043","0.629382620233855",0.3
91,0.202055837548389,0.0165282987398069,"C","C","C","B","C","0.679723445727396","0.773446535732222","0.868835246112243","0.90701196929689","0.815242970064783",0.3
92,0.218616629970242,0.0239458589574392,"B","C","B","B","C","0.71592689369467","0.54115405305729","0.840161856625177","0.722647953625009","0.757149084144079",0.3
93,0.126726055994126,0.0211743391866273,"C","B","C","A","B","0.82901287430916","0.11435454230644","0.305995614111272","0.548354179382438","0.223049475758637",0
94,0.151914681545554,0.0329270678069746,"A","A","A","A","A","0.0268843341743692","0.0373070246610427","0.0459284226548399","0.0365246953390812","0.0518493026432668",0
95,0.380191600103574,0.0269439627785317,"C","B","B","C","A","0.749770618940671","0.764319992091067","0.749545997750121","0.730692396429545","0.604043202193677",0.3
96,-0.139213271437098,0.032399932160631,"B","A","A","A","B","0.656347831189461","0.217625070076084","0.221235259471556","0.679705336163256","0.286875619520517",0
97,0.408337815304954,0.0226634789172055,"A","B","B","B","A","0.28563552156795","0.794764444370479","0.301993969531026","0.721754947371683","0.684036220088277",0.3
98,0.377769785528078,0.021630653746284,"B","A","B","B","B","0.0701146707802738","0.838077374168294","0.701111398488123","0.290372610019378","0.345203569878356",0.3
99,0.472889952146216,0.0144207004290561,"C","C","C","A","C","0.604021938179158","0.490306966260755","0.909803592186298","0.963586646575277","0.772221095418811",0.3
100,0.0567388718792955,0.0196687178837855,"B","A","A","A","A","0.0682653824282281","0.0676431904062124","0.157271238020596","0.0690818340859424","0.0591775149958557",0
101,0.610591855659493,0.0693294643162003,"A","A","A","A","A","0.0125924129971357","0.0301146927478316","0.0113557272871165","0.0454322183285147","0.0557805715240741",0
102,-0.330502249713197,0.0267508858426474,"A","A","A","B","A","0.337388901597195","0.387332700709953","0.162966620499477","0.197982096253999","0.177347361528458",0
103,0.318644849169908,0.0332059300967851,"C","C","C","C","C","0.805609394109373","0.705265606070775","0.897275463405955","0.704909478798566","0.784824429515993",0.3
104,0.288290433364821,0.0177595645005025,"A","B","B","B","B","0.0683887218085315","0.173558450175611","0.278205489719228","0.530935873226904","0.0974946632129441",0.3
105,0.0327646662856076,0.0149665772368055,"B","B","B","A","B","0.386647980210996","0.573476919449555","0.520985580639794","0.690147662629474","0.512321996537897",0
106,0.0255251818685253,0.0172854577622506,"C","C","B","B","C","0.81327475247437","0.97850356003296","0.990607552372534","0.844053695532106","0.949952680477907",0.3
107,0.532542335344458,0.022793602990265,"C","C","C","C","C","0.708921108274032","0.8246279781683","0.78612775743102","0.835425961441442","0.884215086694125",0.3
108,0.23321316183302,0.149589261223764,"A","C","B","B","B","0.782137487329254","0.898536746961463","0.278673520971725","0.704547844447499","0.512820018028796",0.3
109,0.442486644720474,0.01934209245334,"C","C","C","C","C","0.938581844822547","0.998634897299117","0.99920211967654","0.993682972766783","0.994299667270021",0.3
110,0.165273607779144,0.0198785683370745,"C","C","C","C","C","0.902934339392295","0.825025589048488","0.830513104021247","0.824077726605001","0.915491896444793",0.3
111,0.550734212835581,0.0248057446357537,"B","C","A","A","B","0.0499722897497891","0.146956991334452","0.283845240494137","0.15973425471035","0.229887806427068",0.3
112,0.310223109734053,0.0302804494507619,"A","A","A","A","B","0.49631638070983","0.240551301110585","0.209898058535387","0.340261516618718","0.0273037095639557",0
113,0.575763432711287,0.0267801410238696,"B","B","C","B","C","0.541324361464632","0.827576811876522","0.477090333025289","0.738954066304527","0.330873447786796",0.3
114,-0.216015936860947,0.0566092212971509,"C","C","C","C","C","0.831372047656832","0.962583087055891","0.958548407674816","0.842748670666954","0.911552015667989",0.3
115,-0.000634383545327483,0.0167020644140974,"A","A","B","A","A","0.338976795521382","0.388353256632932","0.372367881346805","0.157367599424718","0.420813310629872",0
116,0.0695257904773521,0.212764988017789,"B","B","B","C","B","0.59246160708813","0.890042061943186","0.835023542545586","0.400441760416226","0.932093817499531",0.3
117,0.547440813286625,0.0222474040200306,"A","B","B","B","A","0.245748164568314","0.491231043057959","0.41546282747468","0.489191005257595","0.279414265863977",0.3
118,0.00657111099457563,0.0379955091847714,"A","C","C","B","C","0.827663463879304","0.730609647333884","0.776998351280772","0.527644586274997","0.374945927679451",0.3
119,0.0952884123324783,0.0218482111045124,"A","A","A","A","A","0.172689845315771","0.0459329247322765","0.164538977252951","0.164907336335391","0.108755456189992",0
120,0.834187825562252,0.211312389414514,"C","C","C","C","C","0.771226023683809","0.769382966045445","0.88401307072918","0.909386062389344","0.520023354769441",0.3
