"trail","efk","vark","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","y.true"
14,0.0743609484444342,0.021597511147634,"A","A","A","B","B","0.386122943937799","0.623219301594753","0.41617188877997","0.0794769659506405","0.259474144486702",0
15,-0.247374409418174,0.0179479451401648,"A","C","A","A","A","0.411210636741412","0.746567334602296","0.387152765211633","0.558569614372352","0.475223519147436",0
16,0.9112580989034,0.026749023405265,"C","A","C","C","B","0.564347361721243","0.727672990260652","0.816774008516533","0.82208533345182","0.97038908212848",0.5
17,0.241705013400335,0.0215426317833391,"B","A","A","B","C","0.0651364887402991","0.63468385002741","0.706101830512862","0.505078840445575","0.0652497484340118",0.5
18,0.418235470102117,0.0239141597878499,"C","C","C","C","C","0.632582707047957","0.481274570235724","0.70630429124619","0.776805317075555","0.406946346319303",0.5
19,0.916086154184619,0.0322793895794085,"B","B","B","A","B","0.36124607587596","0.0911126502334668","0.54208002206947","0.860441689258638","0.687428841545193",0.5
20,0.416108627408732,0.035303376740845,"B","B","C","C","B","0.493023397757557","0.959933633791761","0.109301478410866","0.795592253130277","0.759940401577074",0.5
21,0.585727410934262,0.036211015533553,"B","A","A","B","B","0.701131895064091","0.683464029236822","0.511284628702044","0.413046319168281","0.0165742170459528",0.5
22,1.36001941841573,0.0571795221204362,"B","B","C","C","C","0.705052237982292","0.942435600250049","0.987627157495223","0.963457450039192","0.967027266650561",0.5
23,1.00243232085538,0.0275174978667975,"C","A","A","A","B","0.68723469679779","0.495448491621921","0.761090952585356","0.576184063167822","0.414679865671263",0.5
24,0.856065709378396,0.0401517016542644,"B","A","A","A","B","0.1098184969722","0.604291596334043","0.413086103906553","0.699216121587169","0.092049899554764",0.5
25,0.80548831296365,0.0257449772162975,"B","A","A","A","B","0.149879951765002","0.799694423907049","0.310662409266951","0.168915246911655","0.160812086764275",0.5
26,-0.119376549388169,0.0220570971898841,"A","B","B","A","A","0.630918652370161","0.39636430390554","0.89088589661827","0.241372845144859","0.16541071886852",0
27,0.456063825988024,0.0347566564527197,"B","B","A","A","B","0.893755260974429","0.342639581227822","0.24951800329582","0.716301064135963","0.346014106148776",0.5
28,0.212098472851454,0.0267049942737011,"B","A","A","B","B","0.327399985688395","0.208363163034712","0.457967590106163","0.109934789916475","0.583952531011203",0.5
29,0.654076712970777,0.0205998485781362,"B","A","B","B","C","0.997943416473456","0.604539063001355","0.820291282273913","0.901593421483202","0.379838224089428",0.5
30,0.502568092404378,0.0253938604901858,"C","C","C","C","C","0.530312165912037","0.998052514209525","0.989151993532654","0.994916429140769","0.847548023162799",0.5
31,0.245045793455373,0.0215863426421832,"A","C","A","B","A","0.63034278178613","0.795999265921838","0.221019963250312","0.182825225649039","0.585610572078613",0
32,0.512578783639104,0.0149926931988737,"B","A","C","B","A","0.415609398954369","0.724703870455948","0.862155164614346","0.163430423001689","0.906541581274443",0
33,0.180552326545036,0.0163151792861622,"C","B","A","A","A","0.676208260377395","0.259728841510167","0.830651333747154","0.988431963003301","0.340540467922944",0
34,0.155768742864875,0.0591033094851683,"B","C","B","A","B","0.533821966215978","0.741797377800079","0.502352285871255","0.619136659279696","0.722803138905538",0.5
35,0.30156724601733,0.0486884487410679,"B","B","A","A","B","0.0124093911338558","0.270331331528554","0.691766698986261","0.562207622271718","0.370379022897944",0.5
36,0.26097234242434,0.0212685950917239,"C","C","C","C","C","0.180214705696476","0.833676735404717","0.421800835273209","0.956370002644008","0.872339924378686",0.5
37,0.635221974860162,0.0228412531560285,"C","C","B","B","C","0.9551764338501","0.485904484500146","0.957195521112676","0.948217120150371","0.0439296421915592",0.5
38,0.617872486643319,0.0439510532758317,"A","A","A","C","B","0.793041866010248","0.36800489267302","0.225094567742007","0.591935398159939","0.57102241686461",0
39,0.162366156474383,0.0154163699556299,"B","A","B","A","A","0.530471186189343","0.139092498592814","0.0971242688143732","0.656652688781208","0.297244560282055",0
40,0.0512733761380844,0.0267610995791579,"B","A","A","A","A","0.832429806850641","0.227440310185145","0.506900093288854","0.271662426788534","0.335525597207939",0
41,-0.00224927255015006,0.0427990367551917,"A","A","A","A","B","0.00588437626318471","0.151373250450078","0.275868223252874","0.308460796108146","0.0054711793451833",0
42,0.697096084858578,0.0236294516545627,"C","B","B","A","C","0.585574217263117","0.472903792866115","0.103979170544408","0.708125961491519","0.899579762592978",0.5
43,-0.170959066150646,0.0264089749961242,"C","B","B","B","A","0.98398323780897","0.368949065375804","0.605063753388008","0.885007758326124","0.840604991699719",0
44,0.10273477631887,0.0221950917848683,"B","C","B","B","B","0.765131922356233","0.497944749413442","0.714586512039026","0.860108290854056","0.523465656046464",0.5
45,-0.466872403427619,0.016875924216432,"A","A","A","A","A","0.108368134517598","0.0210824881986535","0.106101615382346","0.304306457466281","0.324236663423552",0
46,0.651627825484254,0.0225931189578674,"C","C","B","A","C","0.733064310038733","0.768021086701196","0.951810201197539","0.804127077994927","0.851679633151944",0.5
47,0.716192974869932,0.0280344780022592,"B","C","B","C","C","0.732158088449102","0.916743596813745","0.697245919197651","0.838699360323127","0.97866674777031",0.5
48,-0.477640949900573,0.0230752883551683,"A","C","B","B","C","0.780812487250388","0.789791685617277","0.744902388437347","0.144273977367524","0.00372915729986746",0
49,0.22183830853568,0.0254077279806771,"C","C","C","C","B","0.880921049597014","0.789530817922337","0.934816402590756","0.602951310143338","0.732826113818943",0.5
50,0.30646891047624,0.0321495290460966,"A","A","A","A","A","0.0172582080775382","0.449448826311094","0.33363247397327","0.927038972735384","0.0433743739479251",0
51,-0.0259826857863897,0.0309335694263669,"B","C","A","B","A","0.429641128195468","0.451465320610769","0.291931387915349","0.586709642269876","0.828039123746253",0
52,0.690694266622506,0.0215155604607568,"B","C","C","C","B","0.86040325917076","0.153317632963614","0.888515416841319","0.910096859269316","0.292195189382848",0.5
53,-0.195191621385834,0.0243345286637658,"A","B","C","A","A","0.393578446899242","0.814834631420498","0.48734419775922","0.521774016450641","0.428357386655898",0
54,-0.125869062791999,0.0346387630116312,"A","B","B","C","C","0.571034651489452","0.0679316974159096","0.0311648419192959","0.292702022985294","0.514379171344609",0
55,0.0559806638521975,0.0260912617440139,"C","A","C","A","A","0.289715570419522","0.528013707830597","0.490765356933342","0.921496504722569","0.463503643002375",0
56,0.524434720032907,0.0263949273119576,"B","B","B","A","B","0.41697554928888","0.25150874665087","0.285887547733307","0.0153566561979259","0.0183001839210196",0.5
57,0.592969408804097,0.0498632404384745,"B","C","B","C","C","0.399396363270897","0.443432009324894","0.469052099145629","0.393715449186669","0.53749206383223",0.5
58,0.317293627495488,0.0340880369091702,"C","B","B","B","C","0.464072038200913","0.826539739569311","0.712116513455031","0.399751710251704","0.108671053138029",0.5
59,-0.30693412626383,0.0304497282447749,"A","A","A","A","A","0.1402795650822","0.290014190195474","0.55771619983139","0.0297149353308864","0.00978015844363307",0
60,0.238609232373765,0.0289515083929108,"B","B","A","A","C","0.483882099209556","0.562884676598742","0.448452143886818","0.353705950316081","0.565024782085999",0.5
61,-0.178195806962306,0.0325369612388482,"A","C","B","C","A","0.616245141908035","0.241876656224336","0.6470984306751","0.797576926750892","0.436971638007137",0
62,0.411199526180574,0.0466998581720005,"C","A","C","C","B","0.819568398493479","0.0333584784382142","0.505187066897207","0.74595214616333","0.357585218457572",0.5
63,0.410175349976485,0.0185626181716285,"B","C","C","C","C","0.989617475329038","0.958013902210275","0.413940129869849","0.995097736855744","0.98425280843432",0.5
64,0.563148152908432,0.0263896801203606,"B","C","B","C","C","0.283333370884556","0.915437457199878","0.318762047552095","0.339132826909657","0.746337506906366",0.5
65,0.745644898397514,0.0237343205125286,"C","A","B","A","B","0.39544493929022","0.821799225844112","0.707090811409441","0.215976158715049","0.0609175389736428",0.5
66,0.673389970505184,0.0278562333386347,"B","B","A","A","B","0.565271567573764","0.20508483739737","0.458979166841923","0.671415167097676","0.806831325312292",0.5
67,0.162809489006544,0.0276049897231532,"C","C","A","C","A","0.903667479854032","0.800660512360843","0.536230398020091","0.543281229335651","0.855138572444577",0
68,0.732282378545417,0.0203332827304797,"B","C","C","C","C","0.82495451528163","0.640861185076446","0.820946633845913","0.851690769534645","0.513140797619891",0.5
69,-0.117365492701929,0.0214116040103776,"A","C","C","B","C","0.913324807248042","0.447810999534492","0.539334404233189","0.84642650565843","0.696850259776446",0
70,0.128404315431566,0.0170085008017107,"A","B","A","B","C","0.521780686289668","0.762108916540537","0.0678779052441802","0.17853350093408","0.163050519075464",0
71,0.531464469705955,0.0312745111255774,"B","C","C","C","B","0.966385117721369","0.083130003974723","0.802533587901451","0.809326247578999","0.824893444786538",0.5
72,0.724564909804128,0.0285536468955747,"B","C","C","C","C","0.738499484604312","0.813061838622156","0.116253257188743","0.751637103012761","0.465770134572105",0.5
73,0.308234675903386,0.0351781896718952,"C","B","B","C","C","0.887328438465942","0.921680634665396","0.830653950543344","0.930765759146809","0.947071633230638",0.5
74,-0.211438810733991,0.0291683906009406,"A","A","A","A","A","0.00501588372671129","0.250161838669057","0.0679732410317556","0.0069996268022854","0.0769567710675505",0
75,0.743044536805291,0.0262798837336938,"C","B","C","B","C","0.828245271525504","0.265264129902409","0.0687014064485495","0.9629478544264","0.306279561349076",0.5
76,0.255392951373117,0.0352399480389953,"B","A","B","B","B","0.587038654732542","0.653057975662831","0.316278169098571","0.554372306892012","0.193145949336966",0.5
77,-0.333373260834114,0.0304410279407308,"B","A","A","A","A","0.100175218296202","0.0532751838317326","0.338246663423631","0.578204523651346","0.206990753140186",0
78,0.16231553235584,0.0154666202416909,"A","C","C","A","C","0.705610334604315","0.728002223959628","0.519640313957972","0.509662704502706","0.543097220581843",0
79,0.127676637327522,0.0191120992825448,"B","A","B","B","A","0.789619939036045","0.621593779649267","0.306303479863867","0.648768136065992","0.608976390601317",0
80,0.595993569670573,0.0370239959068128,"C","C","C","C","C","0.519162440648865","0.808949785376924","0.754127843274845","0.636096617625108","0.659012378488976",0.5
81,0.911796545776227,0.029296414872225,"C","C","C","A","C","0.714286527792422","0.653353380739997","0.562528740541063","0.990870246258934","0.716588656382061",0.5
82,0.71561464725092,0.0169792484286853,"C","C","B","A","C","0.626341657440852","0.817485069313204","0.440465346006408","0.273681878431457","0.679303569916257",0.5
83,0.58171893365156,0.0244024581120718,"C","A","A","A","B","0.23853084366719","0.446738287971002","0.70991789266117","0.25205953652708","0.353834784837543",0.5
84,0.387398053937493,0.0320542365127205,"C","B","C","C","B","0.768141569268578","0.975755912081745","0.577064149268574","0.938888112805954","0.906342446733459",0.5
85,-0.0234474380769034,0.0264315312184226,"C","B","C","B","A","0.175315079614088","0.757006786074128","0.428660412536234","0.930340180402939","0.435987545186078",0
86,-0.38716889135421,0.0222945785818332,"A","B","A","B","A","0.400653159291665","0.646293921575795","0.0784422422643881","0.476846222006961","0.0816365356871439",0
87,0.549817122392191,0.0201739514245164,"B","B","C","A","B","0.820504764907123","0.434595845128927","0.353611184413572","0.960452227349811","0.345601121435966",0.5
88,0.531064530720487,0.0280734244726389,"C","C","C","C","C","0.915870241708601","0.988877936525372","0.678018161603931","0.946495087656772","0.745875546129307",0.5
89,-0.0275995389680388,0.0248074364047711,"A","A","C","A","B","0.614128497795114","0.862520390144619","0.883788377029493","0.234760178333628","0.443310641802367",0
90,0.0313186294046832,0.160270852825665,"B","B","C","B","C","0.252834634697907","0.926441611391818","0.691526060926887","0.340661867811408","0.527680268944302",0.5
91,0.387964024506924,0.0167950707511545,"C","C","C","B","C","0.475957474648586","0.648385119109695","0.831033371530409","0.898377842772973","0.729112316896301",0.5
92,0.409626558667408,0.0242443972871906,"B","B","B","A","C","0.691746197191673","0.41012305801825","0.877323109940336","0.702590466857793","0.757297970750553",0.5
93,0.624019272264888,0.0214292990550763,"C","C","C","A","B","0.931120896335887","0.0307020579067283","0.215977258747033","0.576676355849822","0.118494664171411",0.5
94,0.151914681545554,0.0329270678069746,"A","A","A","A","A","0.0756640481256328","0.113586728123043","0.145400100618306","0.110708710326177","0.16720930518883",0
95,0.0809135230640051,0.02677382587838,"C","A","B","C","A","0.763004002009975","0.784775003067495","0.762664222015954","0.733793193838111","0.530895410020413",0
96,0.358086707159153,0.033616392446137,"B","A","A","A","C","0.812982647702163","0.170248730949977","0.175109590657423","0.838712308221965","0.269570487742004",0.5
97,0.12076539371725,0.0225600086047374,"A","B","A","B","A","0.205369036798968","0.910061554605731","0.227047646246011","0.835250115897271","0.789671624265543",0
98,0.572841894206834,0.0222123913928014,"C","A","B","B","B","0.016187632820771","0.954871358522467","0.836253574048731","0.241106908007656","0.321716912146458",0.5
99,0.678122965411703,0.0147391764792542,"C","C","C","A","C","0.415591415576555","0.254033512256896","0.92817316560331","0.984996279264047","0.704767392959067",0.5
100,0.0567388718792955,0.0196687178837855,"C","A","A","A","A","0.121281770322752","0.119799944381744","0.338637873680236","0.123229760767257","0.0999014791539271",0
101,0.610591855659493,0.0693294643162003,"A","A","C","A","A","0.043898354204101","0.125627672368525","0.0384498225602938","0.196524614321138","0.242303310626279",0
102,-0.330502249713197,0.0267508858426474,"A","A","A","C","A","0.508626987942737","0.590671855170044","0.196322472633088","0.258839861950739","0.221737227034242",0
103,0.503360469713295,0.0338120873215514,"C","B","C","C","C","0.730188676790616","0.544399927131925","0.893094000847421","0.543762436139252","0.691221361413267",0.5
104,-0.0282220610399681,0.0175838969866984,"A","C","B","B","B","0.0373565615377978","0.176397426040976","0.351630275224804","0.744106059397144","0.069000221383916",0
105,0.0327646662856076,0.0149665772368055,"C","B","B","A","A","0.348744333721548","0.636246767710408","0.556425533938052","0.797543268418603","0.543025798077638",0
106,0.212406936863834,0.0174200249154737,"C","B","A","A","C","0.632098157621425","0.982276532951273","0.995485382376735","0.700635658816473","0.934775055398976",0.5
107,0.74025390613478,0.0232528919882964,"C","C","C","C","B","0.433383785905823","0.665897669989272","0.583332167678301","0.689732894403227","0.799127513735303",0.5
108,-0.0894486182888988,0.146177092717611,"A","C","B","B","B","0.841107526016448","0.961481774930495","0.12948134556623","0.733112695283181","0.434520718575564",0
109,0.640603027001847,0.0197500749677422,"C","C","C","C","C","0.637430535200825","0.99554613215439","0.997914418806321","0.966574976951775","0.97056350488111",0.5
110,0.378278948736436,0.0200833195297404,"C","C","C","B","C","0.841894285923192","0.668477891666354","0.680540159134986","0.666400836045982","0.869084045572373",0.5
111,0.7416274446312,0.0253432817705588,"B","C","A","A","C","0.0199963349597975","0.130026311854587","0.351377189163815","0.148676609251492","0.260148016136603",0.5
112,0.310223109734053,0.0302804494507619,"A","A","A","A","C","0.794909130188635","0.397686197960412","0.337759588482632","0.57795363697907","0.0155609106188731",0
113,0.774010839021383,0.0275339587027681,"B","B","C","B","C","0.445040436584098","0.879286730025617","0.348522409497396","0.757148928624921","0.163240335472801",0.5
114,-0.0065020210789119,0.0577770159182325,"B","C","C","C","C","0.619812012195653","0.943522920312458","0.93463540535571","0.64690220990808","0.819539168690192",0.5
115,-0.000634383545327483,0.0167020644140974,"A","A","C","A","A","0.469671706663224","0.551296627478829","0.525340805060372","0.159835576232403","0.602358191556187",0
116,-0.170409223388578,0.207076406175806,"B","B","B","C","A","0.470016239203907","0.929374963048045","0.859442847371231","0.202619733433105","0.970190416502077",0
117,0.240329710450637,0.0218280789467717,"A","B","B","B","A","0.251768577016605","0.643664260438899","0.527888001648433","0.640690021032111","0.305736846153662",0
118,-0.295029188355057,0.0380762474283061,"A","C","C","B","C","0.867391951799539","0.725642656510624","0.796537901238667","0.401440057430112","0.196515994864187",0
119,0.0952884123324783,0.0218482111045124,"A","A","A","B","A","0.306578296315065","0.0483265208646933","0.28910201875438","0.289893365758384","0.169385374170302",0
120,1.01100210402581,0.21760649050887,"B","C","B","B","C","0.676142328811123","0.672734955072102","0.877289535717882","0.916549495742628","0.267004426657403",0.5
