"trail","efk","vark","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10"
80,0.380997780636221,0.0362877703821685,0.967013339593671,0.829550472157221,0.881722408972925,0.999505050672439,0.817996265186176,0.519162440648865,0.808949785376924,0.754127843274845,0.636096617625108,0.659012378488976
81,0.707448256013435,0.0283349240692851,0.857831429946696,0.982792913776533,0.672280571607567,0.320870504277798,0.951637324547964,0.714286527792422,0.653353380739997,0.562528740541063,0.990870246258934,0.716588656382061
82,0.497440622409468,0.0165053976050975,0.887711797872769,0.938005416058603,0.608088812614744,0.0089039137680945,0.838622190311491,0.626341657440852,0.817485069313204,0.440465346006408,0.273681878431457,0.679303569916257
83,0.370835520672212,0.0240203823216532,0.67967095587421,0.0920252415145845,0.21516434341437,0.315353941640295,0.472630306409676,0.23853084366719,0.446738287971002,0.70991789266117,0.25205953652708,0.353834784837543
84,-0.137521497081416,0.0308982072314729,0.837459807211557,0.576445250376222,0.898204816599543,0.990204322872311,0.48669063811848,0.768141569268578,0.975755912081745,0.577064149268574,0.938888112805954,0.906342446733459
85,-0.0234474380769034,0.0264315312184226,0.782576919307406,0.352860279846306,0.865705384077315,0.545577395517098,0.109755278435187,0.175315079614088,0.757006786074128,0.428660412536234,0.930340180402939,0.435987545186078
86,-0.38716889135421,0.0222945785818332,0.0934695308124096,0.43613817820479,0.294117183626698,0.547620526667435,0.275240500524186,0.400653159291665,0.646293921575795,0.0784422422643881,0.476846222006961,0.0816365356871439
87,0.0560718183580188,0.0196621787905912,0.437673399690105,0.523746410454325,0.716339003001969,0.16497159707553,0.55285432503689,0.820504764907123,0.434595845128927,0.353611184413572,0.960452227349811,0.345601121435966
88,0.334607707431689,0.0273607624250513,0.855863325803816,0.99924185969139,0.953336094574865,0.796411113805863,0.913881399850791,0.915870241708601,0.988877936525372,0.678018161603931,0.946495087656772,0.745875546129307
89,-0.0275995389680388,0.0248074364047711,0.0953788429281182,0.264310885994779,0.796115196454508,0.132855474859998,0.517082968300602,0.614128497795114,0.862520390144619,0.883788377029493,0.234760178333628,0.443310641802367
90,-0.503985562507544,0.157901603736276,0.621114464863731,0.496634685817115,0.667701475800284,0.537704371692052,0.977809250917747,0.252834634697907,0.926441611391818,0.691526060926887,0.340661867811408,0.527680268944302
91,0.202055837548389,0.0165282987398069,0.871111165865457,0.715597186943939,0.74205206444821,0.334424851419115,0.946294130184423,0.475957474648586,0.648385119109695,0.831033371530409,0.898377842772973,0.729112316896301
92,-0.0678982630755069,0.0239564078716869,0.574105758579063,0.63881987243244,0.386169101036627,0.151600374902628,0.921009248604868,0.691746197191673,0.41012305801825,0.877323109940336,0.702590466857793,0.757297970750553
93,0.425101985756583,0.0211657013471171,0.959372437011118,0.71953885095809,0.767473074457849,0.138728618527097,0.562228571700853,0.931120896335887,0.0307020579067283,0.215977258747033,0.576676355849822,0.118494664171411
94,0.474497087120055,0.0332742607716721,0.184377429700493,0.000675437190834721,0.174176111401391,0.0731213289477059,0.169254946432329,0.0756640481256328,0.113586728123043,0.145400100618306,0.110708710326177,0.16720930518883
95,0.0809135230640051,0.02677382587838,0.706559353356995,0.209765654619857,0.44988254912117,0.92832110608472,0.12289365073192,0.763004002009975,0.784775003067495,0.762664222015954,0.733793193838111,0.530895410020413
96,0.159166715720653,0.0328790335679477,0.43257431643946,0.318010754186555,0.258271325481221,0.161463238387653,0.750506848700232,0.812982647702163,0.170248730949977,0.175109590657423,0.838712308221965,0.269570487742004
97,0.12076539371725,0.0225600086047374,0.13208403924618,0.642218020980107,0.323950313243418,0.46811596992029,0.222165757152657,0.205369036798968,0.910061554605731,0.227047646246011,0.835250115897271,0.789671624265543
98,0.0851616225099436,0.021162081677957,0.738248470206156,0.0824016182594026,0.469955431447054,0.546073090999369,0.501795804026595,0.016187632820771,0.954871358522467,0.836253574048731,0.241106908007656,0.321716912146458
99,0.472889952146216,0.0144207004290561,0.755567068550373,0.917138294896016,0.826811808243083,0.0690219527761772,0.681709005301996,0.415591415576555,0.254033512256896,0.92817316560331,0.984996279264047,0.704767392959067
100,0.375052027929634,0.0197911470278453,0.743524102854342,0.0394211238346437,0.0494078711338755,0.248523337483382,0.126463617278995,0.121281770322752,0.119799944381744,0.338637873680236,0.123229760767257,0.0999014791539271
101,0.610591855659493,0.0693294643162003,0.0140198788837482,0.0145045611974193,0.754692178615407,0.00260197974930176,0.00684800762741757,0.043898354204101,0.125627672368525,0.0384498225602938,0.196524614321138,0.242303310626279
102,-0.330502249713197,0.0267508858426474,0.29102253517818,0.262292442457673,0.286231834898153,0.67493995387779,0.00766105417515915,0.508626987942737,0.590671855170044,0.196322472633088,0.258839861950739,0.221737227034242
103,0.0415714183548292,0.0329342903212204,0.878646363811577,0.544671329734866,0.70945925949143,0.800260672213427,0.827484646660394,0.730188676790616,0.544399927131925,0.893094000847421,0.543762436139252,0.691221361413267
104,0.288290433364821,0.0177595645005025,0.114317729881286,0.725299026321298,0.557481306426081,0.479684286338119,0.45293800071796,0.0373565615377978,0.176397426040976,0.351630275224804,0.744106059397144,0.069000221383916
105,0.0327646662856076,0.0149665772368055,0.736727086136247,0.559687614658903,0.434156382279509,0.0501539041529387,0.299276026427328,0.348744333721548,0.636246767710408,0.556425533938052,0.797543268418603,0.543025798077638
106,0.0255251818685253,0.0172854577622506,0.992609211232365,0.402006880957595,0.282800802706487,0.148460996359693,0.895017385823073,0.632098157621425,0.982276532951273,0.995485382376735,0.700635658816473,0.934775055398976
107,0.532542335344458,0.022793602990265,0.97577306982209,0.861067870002523,0.991554562138394,0.936081115049373,0.474574514862497,0.433383785905823,0.665897669989272,0.583332167678301,0.689732894403227,0.799127513735303
108,0.23321316183302,0.149589261223764,0.101932845645306,0.824618883347587,0.488015071458795,0.637908114001598,0.399797347053239,0.841107526016448,0.961481774930495,0.12948134556623,0.733112695283181,0.434520718575564
109,0.442486644720474,0.01934209245334,0.960536692446065,0.984468545595251,0.77491914866394,0.888719137008846,0.977155381770731,0.637430535200825,0.99554613215439,0.997914418806321,0.966574976951775,0.97056350488111
110,0.165273607779144,0.0198785683370745,0.885721905456316,0.964420984325763,0.952777479755865,0.535194916614885,0.67106055823634,0.841894285923192,0.668477891666354,0.680540159134986,0.666400836045982,0.869084045572373
111,0.550734212835581,0.0248057446357537,0.49760541802297,0.95657556341411,0.218628324363014,0.327187509449615,0.671060052828992,0.0199963349597975,0.130026311854587,0.351377189163815,0.148676609251492,0.260148016136603
112,0.611585896139646,0.0312885002694143,0.0773528925591111,0.00308614953825522,0.0696316408978312,0.25477885401627,0.838775743843506,0.794909130188635,0.397686197960412,0.337759588482632,0.57795363697907,0.0155609106188731
113,0.278392323246144,0.026150656197045,0.529454108044886,0.577080079379521,0.764758003636302,0.45817410452217,0.903875346882651,0.445040436584098,0.879286730025617,0.348522409497396,0.757148928624921,0.163240335472801
114,-0.216015936860947,0.0566092212971509,0.353502971584339,0.991571071951242,0.951870084494795,0.870497558204124,0.73064881887161,0.619812012195653,0.943522920312458,0.93463540535571,0.64690220990808,0.819539168690192
115,-0.000634383545327483,0.0167020644140974,0.0322737622272198,0.254230602251385,0.77365303758224,0.070560846647613,0.15827055763268,0.469671706663224,0.551296627478829,0.525340805060372,0.159835576232403,0.602358191556187
116,-0.170409223388578,0.207076406175806,0.525491039220316,0.490784887571104,0.55074245512519,0.734518612174962,0.279672669682743,0.470016239203907,0.929374963048045,0.859442847371231,0.202619733433105,0.970190416502077
117,0.240329710450637,0.0218280789467717,0.0267498903529142,0.42006141051201,0.516188426985988,0.436576359787601,0.214278147615431,0.251768577016605,0.643664260438899,0.527888001648433,0.640690021032111,0.305736846153662
118,0.00657111099457563,0.0379955091847714,0.0783039323493247,0.912504080439537,0.788585151999759,0.419949898887698,0.85578283648662,0.867391951799539,0.725642656510624,0.796537901238667,0.401440057430112,0.196515994864187
119,0.0952884123324783,0.0218482111045124,0.233005765861393,0.126300386521362,0.256770693818718,0.436072169960633,0.101173460064112,0.306578296315065,0.0483265208646933,0.28910201875438,0.289893365758384,0.169385374170302
120,0.834187825562252,0.211312389414514,0.655119985606803,0.757062840557376,0.569050225265396,0.628657899836435,0.936610696874611,0.676142328811123,0.672734955072102,0.877289535717882,0.916549495742628,0.267004426657403
